anio_academico;anio_ingreso_propuesta;facultad;propuesta_formativa;titulo_araucano_nivel;titulo;alumnos;anios_de_permanencia;cohorte_toty1;cohorte_nd;cohorte_nmy2;cohorte_tot_y2
2014;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;8;;;;
2014;2006;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;8;;;;
2014;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;57;7;;;;
2014;2007;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;7;;;;
2014;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;15;7;;;;
2014;2007;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;7;;;;
2014;2007;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;2;7;;;;
2014;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;91;6;;;;
2014;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;28;6;;;;
2014;2008;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;6;;;;
2014;2009;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;149;5;;;;
2014;2009;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;26;5;;;;
2014;2009;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;11;5;;;;
2014;2009;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;30;5;;;;
2014;2010;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;42;4;;;;
2014;2010;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;4;;;;
2014;2010;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;4;;;;
2014;2011;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;3;;;;
2014;2011;Facultad de Ciencias Económicas;Licenciatura en Economía;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;3;;;;
2014;2011;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;2;3;;;;
2014;2012;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;2;;;;
2015;1972;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;43;;;;
2015;1976;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;39;;;;
2015;1979;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;36;;;;
2015;1980;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;35;;;;
2015;1982;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;33;;;;
2015;1986;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;29;;;;
2015;1987;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;28;;;;
2015;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;24;;;;
2015;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;23;;;;
2015;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;22;;;;
2015;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;21;;;;
2015;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;20;;;;
2015;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;19;;;;
2015;1996;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;19;;;;
2015;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;12;18;;;;
2015;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;18;;;;
2015;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;17;;;;
2015;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;17;;;;
2015;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;16;;;;
2015;1999;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;16;;;;
2015;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;16;;;;
2015;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;15;;;;
2015;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;15;;;;
2015;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;10;14;;;;
2015;2001;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;2;14;;;;
2015;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;14;;;;
2015;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;14;;;;
2015;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;12;13;;;;
2015;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;13;;;;
2015;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;16;12;;;;
2015;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;12;;;;
2015;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;12;;;;
2015;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;26;11;;;;
2015;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;6;11;;;;
2015;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;40;10;1840;262;258;1320
2015;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;10;845;142;194;
2015;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;10;193;21;49;123
2015;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;46;9;;;;
2015;2006;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;9;;;;
2015;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;14;9;;;;
2015;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;56;8;;;;
2015;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;13;8;;;;
2015;2007;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;8;;;;
2015;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;79;7;;;;
2015;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;30;7;;;;
2015;2008;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;7;;;;
2015;2008;Facultad de Ciencias Económicas;Licenciatura en Economía;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;7;;;;
2015;2008;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;7;;;;
2015;2009;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;102;6;;;;
2015;2009;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;6;;;;
2015;2009;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;29;6;;;;
2015;2009;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;6;;;;
2015;2009;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;6;;;;
2015;2009;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;7;6;;;;
2015;2010;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;98;5;;;;
2015;2010;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;18;5;;;;
2015;2010;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;6;5;;;;
2015;2010;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;4;5;;;;
2015;2011;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;32;4;;;;
2015;2011;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;8;4;;;;
2015;2011;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;4;;;;
2015;2011;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;2;4;;;;
2015;2012;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;3;;;;
2015;2013;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;2;;;;
2015;2014;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;22;1;;;;
2016;1967;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;49;;;;
2016;1978;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;38;;;;
2016;1981;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;35;;;;
2016;1982;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;34;;;;
2016;1985;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;31;;;;
2016;1986;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;30;;;;
2016;1986;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;30;;;;
2016;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;27;;;;
2016;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;26;;;;
2016;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;25;;;;
2016;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;24;;;;
2016;1992;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;24;;;;
2016;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;23;;;;
2016;1993;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;23;;;;
2016;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;22;;;;
2016;1994;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;22;;;;
2016;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;6;21;;;;
2016;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;20;;;;
2016;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;20;;;;
2016;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;19;;;;
2016;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;18;;;;
2016;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;18;;;;
2016;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;17;;;;
2016;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;17;;;;
2016;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;16;;;;
2016;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;16;;;;
2016;2000;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;16;;;;
2016;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;15;;;;
2016;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;15;;;;
2016;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;20;14;;;;
2016;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;14;;;;
2016;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;13;13;;;;
2016;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;13;;;;
2016;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;12;;;;
2016;2004;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;12;;;;
2016;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;12;;;;
2016;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;29;11;1840;262;258;1320
2016;2005;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;11;;;;
2016;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;11;845;142;194;
2016;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;32;10;;;;
2016;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;10;;;;
2016;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;41;9;;;;
2016;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;9;;;;
2016;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;43;8;;;;
2016;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;13;8;;;;
2016;2009;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;68;7;;;;
2016;2009;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;7;;;;
2016;2009;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;26;7;;;;
2016;2009;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;8;7;;;;
2016;2009;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;4;7;;;;
2016;2010;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;78;6;;;;
2016;2010;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;6;;;;
2016;2010;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;3;6;;;;
2016;2011;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;84;5;;;;
2016;2011;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;23;5;;;;
2016;2011;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;15;5;;;;
2016;2012;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;30;4;;;;
2016;2012;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;4;;;;
2016;2012;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;4;;;;
2016;2013;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;3;;;;
2016;2014;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;5;2;;;;
2017;1966;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;51;;;;
2017;1978;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;39;;;;
2017;1983;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;34;;;;
2017;1984;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;33;;;;
2017;1984;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;33;;;;
2017;1985;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;32;;;;
2017;1986;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;31;;;;
2017;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;29;;;;
2017;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;28;;;;
2017;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;27;;;;
2017;1991;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;26;;;;
2017;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;25;;;;
2017;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;24;;;;
2017;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;22;;;;
2017;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;21;;;;
2017;1996;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;21;;;;
2017;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;21;;;;
2017;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;20;;;;
2017;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;19;;;;
2017;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;19;;;;
2017;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;18;;;;
2017;1999;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;18;;;;
2017;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;18;;;;
2017;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;17;;;;
2017;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;16;;;;
2017;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;15;;;;
2017;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;15;;;;
2017;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;14;;;;
2017;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;14;;;;
2017;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;19;13;;;;
2017;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;13;;;;
2017;2004;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;13;;;;
2017;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;12;1840;262;258;1320
2017;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;12;845;142;194;
2017;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;12;193;21;49;123
2017;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;25;11;;;;
2017;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;11;;;;
2017;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;24;10;;;;
2017;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;10;;;;
2017;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;34;9;;;;
2017;2008;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;9;;;;
2017;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;9;;;;
2017;2008;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;9;;;;
2017;2009;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;55;8;;;;
2017;2009;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;8;;;;
2017;2009;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;21;8;;;;
2017;2009;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;3;8;;;;
2017;2009;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;8;;;;
2017;2009;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;9;8;;;;
2017;2010;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;73;7;;;;
2017;2010;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;18;7;;;;
2017;2010;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;6;7;;;;
2017;2011;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;94;6;;;;
2017;2011;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;3;6;;;;
2017;2011;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;17;6;;;;
2017;2011;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;11;6;;;;
2017;2011;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;2;6;;;;
2017;2012;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;84;5;;;;
2017;2012;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;29;5;;;;
2017;2012;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;11;5;;;;
2017;2012;Facultad de Ciencias Económicas;Licenciatura en Economía;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;5;;;;
2017;2013;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;57;4;;;;
2017;2013;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;4;;;;
2017;2013;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;4;4;;;;
2017;2014;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;3;;;;
2017;2014;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;2;3;;;;
2017;2014;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;6;3;;;;
2017;2016;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;57;1;;;;
2018;1979;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;39;;;;
2018;1982;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;36;;;;
2018;1984;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;34;;;;
2018;1986;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;32;;;;
2018;1987;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;31;;;;
2018;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;30;;;;
2018;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;28;;;;
2018;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;27;;;;
2018;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;26;;;;
2018;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;25;;;;
2018;1993;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;25;;;;
2018;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;24;;;;
2018;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;23;;;;
2018;1995;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;23;;;;
2018;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;6;22;;;;
2018;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;21;;;;
2018;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;21;;;;
2018;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;21;;;;
2018;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;20;;;;
2018;1998;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;20;;;;
2018;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;19;;;;
2018;1999;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;19;;;;
2018;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;19;;;;
2018;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;18;;;;
2018;2000;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;2;18;;;;
2018;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;18;;;;
2018;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;17;;;;
